FID,source_id,country,name,least_depth,max_depth,depth_info,depth_prec,object_length,loc_prec,site_area,sink_context,sink_yr,dating,period,statutory,obj_desc,ship_char,obj_type,est_tonnag,place_orig,place_dest,artefacts,coast_dist,source_inf,reference,website1,website2,the_geom
heritageshipwrecks.3,FR 0000007884 00001,France,n.a.,,,n.a.,n.a.,,15,,n.a.,,n.a.,n.a.,n.a.,machine debris scattered over an area of 100 meters,American steamer,Steamboat,,n.a.,n.a.,n.a.,75.97377925,SHOM,n.a.,n.a.,n.a.,POINT (-13.389666948 -176.220801104)
heritageshipwrecks.11,FR 0000007881 00001,France,n.a.,,,n.a.,Unknown depth,,1,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,162.58497947,SHOM,n.a.,n.a.,n.a.,POINT (-16.783098915 -153.972134861)
heritageshipwrecks.130,FR 0000020841 00003,France,n.a.,,,n.a.,n.a.,,100,,n.a.,,n.a.,n.a.,n.a.,1st det: the wreck is stranded on the shore,n.a.,Sailing ship,,n.a.,n.a.,n.a.,84.37734086,SHOM,n.a.,n.a.,n.a.,POINT (18.1000005 -63.066835334)
heritageshipwrecks.4938,8690,Italy,Bocca Piccola 1,,,n.a.,n.a.,,,,n.a.,,n.a.,Roman Imperial,n.a.,Fragments of amphorae possibly belonging to a wreck,n.a.,n.a.,,n.a.,n.a.,Amphorae,1473.36302308,The Oxford Roman Economy Project,"site 178, area 2",http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html,n.a.,POINT (40.56359 14.2799900000001)
heritageshipwrecks.4939,8694,Italy,Gallipoli 1,,,n.a.,n.a.,,,,n.a.,,n.a.,Roman Imperial,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,Amphorae,4987.56623221,The Oxford Roman Economy Project,"site 143, area",http://www.archeomar.it/templates/archeomar/atlante/player_atlante_en.html,n.a.,POINT (39.9768300000001 17.9420400000001)
heritageshipwrecks.4940,8693,Italy,Ischia,,,n.a.,n.a.,,,,n.a.,,C3rd BC-3rd AD??,Roman,n.a.,Artefacts were found suggesting a Roman ship that also seems to be a bireme,n.a.,n.a.,,n.a.,n.a.,n.a.,208.2949059,The Oxford Roman Economy Project,n.a.,http://www.archeosub.it/news2002/news0203.htm#ischi,n.a.,POINT (40.72571 13.96164)
heritageshipwrecks.5124,W01553,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"One of three anomalies indicating a possible wreck (INSS No. G161b), identified by the National Seabed Survey. Anomaly measures L. 3m, W. 3m with a height of 1m off the seabed. It lies in a general sea depth of 8m",n.a.,n.a.,,n.a.,n.a.,n.a.,3089.9272779,National Monuments Service (Ireland),"Brady 2008, 293; INSS.",n.a.,n.a.,POINT (53.33401 -6.08958999999993)
heritageshipwrecks.5125,W01554,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"One of three anomalies indicating a possible wreck (INSS No. G161c), identified by the National Seabed Survey. Anomaly measures L. 2m, W. 2m with a height of 1m off the seabed. It lies in a general sea depth of 8m",n.a.,n.a.,,n.a.,n.a.,n.a.,3053.96250617,National Monuments Service (Ireland),"Brady 2008, 293; INSS.",n.a.,n.a.,POINT (53.33432 -6.08944999999994)
heritageshipwrecks.5132,W01629,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Remains of a 300-400 ton vessel (approx.) wooden wreck. Discovered by Marlin Sub Aqua Club in 2003. The vessel is partially exposed on the seabed in 8-10m of water. Pottery, clay pipes, iron pots, a number of anchors, a capstan and a winch were recorded",n.a.,n.a.,,n.a.,n.a.,n.a.,10567.0158477,National Monuments Service (Ireland),"Brady 2008, 310; Stokes 2003/4, 18-20.",n.a.,n.a.,POINT (53.2621 -5.92516999999998)
heritageshipwrecks.12,FR 0000059117 05115,France,SEADLER,,,n.a.,Unknown depth,,1,,n.a.,,n.a.,n.a.,n.a.,Wreckage debris scattered on the bottom,"German sailing boat from 1917, 110m long",Sailing ship,,n.a.,n.a.,n.a.,31.92708091,SHOM,n.a.,n.a.,n.a.,POINT (-16.78401392 -153.977894889)
heritageshipwrecks.13,FR 0000000122 00001,France,n.a.,,,n.a.,Unknown depth,,10,,n.a.,,n.a.,n.a.,n.a.,"S201500900 GOP: wreckage now not visible from the sea nor detectable by radar. No longer constitutes a remarkable landmark. 1st det: 1978, the wreck is placed on the sand; this is an old landing barge transport",LST,Landing barge,,n.a.,n.a.,n.a.,67.06550385,SHOM,n.a.,n.a.,n.a.,POINT (10.307466537 -109.201701009)
heritageshipwrecks.14,FR 0000000123 00001,France,n.a.,,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,Barge wreck,LST,Landing barge,,n.a.,n.a.,n.a.,53.64685071,SHOM,n.a.,n.a.,n.a.,POINT (10.2942014710001 -109.222351112)
heritageshipwrecks.132,FR 0000168367 00001,France,n.a.,,,n.a.,Unknown depth,,100,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,44.23096659,SHOM,n.a.,n.a.,n.a.,POINT (17.906664533 -62.856664283)
heritageshipwrecks.4762,2,Croatia,Lokunji,4,12,n.a.,n.a.,,,,n.a.,,C 1st AD,Roman Imperial,n.a.,n.a.,n.a.,n.a.,,Cos,Northern Italy,Amphorae,1204.80358176,The Oxford Roman Economy Project,"D. Vrsalović, Istraživanja i Zaštita Podmorških Arheoloskih Spomenika u S.R. Hrvatskoj (1974), 35; M. Jurišić Ancient Shipwrecks of the Adriatic  (2000), no.37.",n.a.,n.a.,POINT (44.7 14.28333)
heritageshipwrecks.4763,1,Croatia,Komiza,30,30,n.a.,n.a.,,,,n.a.,,C1st-2nd AD,Roman Imperial,n.a.,Completely looted site with sherds of Egyptian (Somalian) amphorae,n.a.,n.a.,,Egypt,Northern Italy,Amphorae,743.33496446,The Oxford Roman Economy Project,"M. Jurišić, Ancient Shipwrecks of the Adriatic (2000), no.27.",n.a.,n.a.,POINT (43.03333 16.08333)
heritageshipwrecks.4764,6,Croatia,Tramerka,15,20,n.a.,n.a.,,,,n.a.,,C 1st AD,Roman Imperial,n.a.,A cargo of Rhodian amphorae,n.a.,n.a.,,Rhodes,northern Italy,Amphorae,316.8725674,The Oxford Roman Economy Project,"Z. Brusiç, Zbornik Zadarsko otočje 1 (1974), 67; D. Vrsalović, PhD thesis (unpublished; 1979), 174; M. Jurišić, Ancient Shipwrecks of the Adriatic (2000), no.79.",n.a.,n.a.,POINT (44.21666 14.78333)
heritageshipwrecks.5133,W01630,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wooden wreck discovered by Marlin Sub Aqua Club in 2003. The wreck is partially exposed on the seabed in 8–10m of water and is upsidedown. Hull is copper-sheeted. The wreck rises approximately 1m in height off the seabed and measure 17m long. Pottery i,n.a.,n.a.,,n.a.,n.a.,n.a.,10031.9556292,National Monuments Service (Ireland),"Brady 2008, 310; GSI Wreck Data; Roy Stokes (pers. Comm).",n.a.,n.a.,POINT (53.2672200000001 -5.93249999999995)
heritageshipwrecks.5135,W01734,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wooden wreck, known as the ‘Ringsend Wreck’, became exposed during dredging operations for the Dublin Bay pipeline in April 2001. A test excavation carried out on the wreck by Lar Dunne and Emer Dennehy (01E0402) revealed the wreck is orientated E–",n.a.,n.a.,,n.a.,n.a.,n.a.,343.10234107,National Monuments Service (Ireland),"Brady 2008, 326; Breen 2001, 1-3; Dennehy 2001, 1-15; Dunne 2001, 1-13; Lowth 2003, 1-3.",n.a.,n.a.,POINT (53.3362500000001 -6.17843999999997)
heritageshipwrecks.5141,W01966,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Wreck discovered by Marlin Sub Aqua Club during training dive. Wreck lies exposed on a sandy seabed beside the rocky slope of the East Pier foundation in 10–12m of water. Wreck appears to extend into the seabed, with only 3m of wreck visible. Remains c",n.a.,n.a.,,n.a.,n.a.,n.a.,710.44691371,National Monuments Service (Ireland),"Brady 2008, 368; Lowth, 29th December 1996. Brady 2015 XX.",n.a.,n.a.,POINT (53.30278 -6.12730999999997)
heritageshipwrecks.5142,W01967,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Possible wreck (INSS No. G145) identified during the National Seabed Survey. Wreck measures L. 27m, W. 5m with a height of 1m off the seabed. It lies in a general sea depth of 8m",n.a.,n.a.,,n.a.,n.a.,n.a.,451.43912364,National Monuments Service (Ireland),"Brady 2008, 368; INSS.",n.a.,n.a.,POINT (53.3008600000001 -6.12960999999996)
heritageshipwrecks.1076,FR 0000002735 00001,France,n.a.,19.2,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,Height above the bottom = 4.7m,n.a.,n.a.,,n.a.,n.a.,n.a.,14273.3262494,SHOM,n.a.,n.a.,n.a.,POINT (49.5999830000001 -0.0974954869999465)
heritageshipwrecks.1077,FR 0000003078 00001,France,n.a.,23.8,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,Height above the bottom = 0.5m,n.a.,n.a.,,n.a.,n.a.,n.a.,25564.1727959,SHOM,n.a.,n.a.,n.a.,POINT (49.5947529740001 -0.267896338999947)
heritageshipwrecks.1078,FR 0000003012 00001,France,n.a.,33,,n.a.,Least depth known,,10,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,19471.1780866,SHOM,n.a.,n.a.,n.a.,POINT (49.712748564 -0.104505522999943)
heritageshipwrecks.195,FR 0000453260 00003,France,n.a.,,,n.a.,Unknown depth,,50,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,39.91746692,SHOM,n.a.,n.a.,n.a.,POINT (14.551197756 -61.0378651889999)
heritageshipwrecks.901,FR 0000223533 00003,France,n.a.,104.2,,n.a.,Least depth known,59,3.6,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,58741.7256854,SHOM,n.a.,n.a.,n.a.,POINT (48.894619473 -5.60120800599998)
heritageshipwrecks.5164,W02211,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"UKHO wreck no. 009100544. Chart symbol 79wk. Wreck surveyed in 1984. Lies intact, upright, orientated N/S in general sea depth of 88m (least depth 79m). Measured L. 40m x B. 12m x H. 10m",n.a.,n.a.,,n.a.,n.a.,n.a.,31664.2451648,National Monuments Service (Ireland),"Brady 2008, 397; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (53.4802800000001 -5.52221999999995)
heritageshipwrecks.4765,4,Croatia,Mlin,25,40,n.a.,n.a.,,,,n.a.,,C 1st-2nd AD,Roman Imperial,n.a.,"A heavily looted mixed cargo of Greek amphorae - Rhodian in two sizes, smaller Rhodian with ribbed belly, Greek variant of Dr. 2-4, Cnidian in two sizes, possibly Dr. 28 and at least three other unidentified forms",n.a.,n.a.,,Aegean,Northern Italy,Amphorae,2957.79346604,The Oxford Roman Economy Project,"D. Vrsalović, Istraživanja i Zaštita Podmorških Arheoloskih Spomenika u S.R. Hrvatskoj (1974), 25; D. Vrsalović, PhD thesis (unpublished, 1979), 217-18; N. Cambi, Amphores Romaines, MEFRA 114 (1989), 323-5; M. Jurišić, Ancient Shipwrecks of the Ad",n.a.,n.a.,POINT (43.45 16.23333)
heritageshipwrecks.4766,12,Turkey,Kizil Burun Column,45,50,n.a.,n.a.,,,,n.a.,,Late C 2nd-1st BC,Roman Republic,n.a.,"Discovered in 1993 and excavated between 2005 and 2009, this is the wreck of a navis lapidaria which carried a cargo of newly quarried Proconnesian marble columns seemingly destined for the Temple of Apollo in Claros, Turkey",n.a.,n.a.,,Proconnesus,"Claros, Turkey?","Amphorae, Marble, Columns, Blocks",305.51702738,The Oxford Roman Economy Project,"D. Carlson, INA Quarterly 31.1 (2004), 3-9; J. Daniel, INA Quarterly 31.1 (2004), 13-14; K. Trego, INA Quarterly 31.1 (2004), 11-12; D. Carlson,  INA Quarterly 33.1(2006), 1-10; J. Daniel,  INA Quarterly 33.1 (2006), 13-14; K. Trego,  INA Quarterly 33.1",http://ina.tamu.edu/kizilburun/index.htm,n.a.,POINT (38.26075 26.24256)
heritageshipwrecks.5166,W02213,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,UKHO wreck no. 009100568. Wreckage spread over a large area,n.a.,n.a.,,n.a.,n.a.,n.a.,16004.1791597,National Monuments Service (Ireland),"Brady 2008, 397; UKHO Wreck Data 1996.",n.a.,n.a.,POINT (53.50917 -5.75721999999996)
heritageshipwrecks.533,FR 0000001926 00001,France,EILDON,20.6,,n.a.,Least depth known,90,3.1,,Sank on 04-05-1915 after having followed on a rock located in the south of La Helle,1915,n.a.,n.a.,n.a.,"27/11/2001: 'The imposing stern is lying on port side, with the rudder resting on the sand. Remnants of the railing and the helm sector are covered with sponges... The two boilers are preceded by the condenser which remains in its vertical position and e",English Steamer (Steamer),Steamboat,,n.a.,n.a.,n.a.,1990.11989708,SHOM,n.a.,n.a.,n.a.,POINT (48.4189470950001 -4.92608462999993)
heritageshipwrecks.5178,W02647,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Possible wreck discovered during a geophysical survey of the Arklow Bank and Arklow Bay in advance of the construction of a wind farm. Side scan sonar anomaly interpreted as a possible wreck. Measures L. 16m x W. 4.9m W H. 0.8m. It lies in approximately,n.a.,Ferry,,n.a.,n.a.,n.a.,5440.42523962,National Monuments Service (Ireland),"Brady 2008, 471; Boland 2003, 33.",n.a.,n.a.,POINT (52.8209200000001 -6.00515999999993)
heritageshipwrecks.5179,W02648,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Possible wreck discovered during a geophysical survey of the Arklow Bank and Arklow Bay in advance of the construction of a wind farm. Side scan sonar anomaly interpreted as a possible wreck. Measures L. 11m x W. 4.0m W H. 0.4m. It lies in approximately,n.a.,Ferry,,n.a.,n.a.,n.a.,4697.74014399,National Monuments Service (Ireland),"Brady 2008, 471; Boland 2003, 34.",n.a.,n.a.,POINT (52.8121300000001 -6.04820999999993)
heritageshipwrecks.5590,W07712,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,5966.88133622,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.5025000000001 -7.22221999999994)
heritageshipwrecks.4768,109,Croatia,Glavat Islet,5,40,n.a.,n.a.,,,,n.a.,,end C1st BC,Roman Imperial,n.a.,Mostly Lamboglia  2/Dr. 6A amphorae but also sherds of Dr. 2-4 Coan and Rhodian,n.a.,n.a.,,n.a.,Northern Italy,Amphorae,71.69438932,The Oxford Roman Economy Project,"M. Jurisić, Ancient Shipwrecks of the Adriatic (2000), no. 9.",n.a.,n.a.,POINT (42.8000000000001 17.36666)
heritageshipwrecks.4769,13,Croatia,Vele Orjule/Lussino,40,50,n.a.,n.a.,,,,n.a.,,C1st BC- 2nd AD,Roman,n.a.,A solitary statue was discovered in several pieces in 1997 and has now been fully restored,n.a.,n.a.,,Greece,Northern Italy,n.a.,173.35301957,The Oxford Roman Economy Project,"M. Jurisić, Ancient Shipwrecks of the Adriatic (2000), no.80; M.-E. Stenuit et al, IJNA 30 (2001)196-210; G. Purpura, archeologia Viva 119 (2005), 60-61",http://www.mclink.it/assoc/assonet/arcart/lussino.htm,n.a.,POINT (44.5000000000001 14.53333)
heritageshipwrecks.4771,8792,France,Chretienne M,15,20,n.a.,n.a.,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,433.94299757,The Oxford Roman Economy Project,"A. and J.-P. Joncheray, Bilan Scientifique 1994, 53, Bilan Scientifique 1997, 76-77; Cahiers d'Archeologie Subaquatique 14 (2002) 57-130",n.a.,n.a.,POINT (43.42222 6.87366000000003)
heritageshipwrecks.5635,W07809,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,22718.5666142,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.4716700000001 -7.75221999999997)
heritageshipwrecks.4772,8798,France,La Palud 2,7,7,n.a.,n.a.,,,,n.a.,,late C6th- early 5th,Archaic,n.a.,"An archaic shipwreck carrying dozens of Massiliot amphorae, cf Dattier and Bon Porte wrecks",n.a.,n.a.,,n.a.,n.a.,n.a.,114.81296323,The Oxford Roman Economy Project,"L. Long and G. Volpe, Bilan Scientifique 1994, 48-49",n.a.,n.a.,POINT (43.0139800000001 6.38726000000003)
heritageshipwrecks.4773,8797,France,Grand Rouveau 2,2,7,n.a.,n.a.,,,,n.a.,,n.a.,Roman,n.a.,"A cargo of tiles dispersed between two great rock masses over 15m, possibly one of the earliest in Antiquity",n.a.,n.a.,,n.a.,n.a.,Amphorae,164.85934488,The Oxford Roman Economy Project,"A. and J.-P. Joncheray, Bilan Scientifique 1997, 56; Bilan Scientifique 1999, 57-58; Cahiers d'Archeologie Subaquatique 15 (2004), 119-134.",n.a.,n.a.,POINT (43.0826700000001 5.76842000000005)
heritageshipwrecks.1098,FR 0000003372 00001,France,n.a.,10.8,,n.a.,Least depth known,,5.2,,n.a.,,n.a.,n.a.,n.a.,12/13/1993: magnetic anomaly: 50/1000 nT. wreck in two pieces spaced 25 m apart,n.a.,n.a.,,n.a.,n.a.,n.a.,1722.83366112,SHOM,n.a.,n.a.,n.a.,POINT (49.36206681 -0.650583252999979)
heritageshipwrecks.174,FR 0000173753 00003,France,n.a.,,,n.a.,Unknown depth,,20,,n.a.,,n.a.,n.a.,n.a.,Small wooden boat type tender,n.a.,n.a.,,n.a.,n.a.,n.a.,99.749071,SHOM,n.a.,n.a.,n.a.,POINT (16.250786254 -61.263586318)
heritageshipwrecks.5181,W02650,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Possible wreck discovered during a geophysical survey of the Arklow Bank and Arklow Bay in advance of the construction of a wind farm. A series of side scan sonar anomalies interpreted as a possible wreck or debris from a wreck. The anomalies are spread,n.a.,Ferry,,n.a.,n.a.,n.a.,2528.57774142,National Monuments Service (Ireland),"Brady 2008, 471; Boland 2003, 36.",n.a.,n.a.,POINT (52.79729 -6.09777999999994)
heritageshipwrecks.4775,8799,France,La Plage d'Argent 1,8,8,n.a.,n.a.,,,,n.a.,,second half C2nd BC,Roman Republic,n.a.,"Although this is a site comprising objects from various eras that has been damaged and pillaged, there does seem to be a wreck datable to the Roman Republic",n.a.,n.a.,,n.a.,n.a.,Amphorae,262.28761851,The Oxford Roman Economy Project,"Bilan Scientifique 1999, 60",n.a.,n.a.,POINT (43.0070700000001 6.19028000000003)
heritageshipwrecks.5186,W02775,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Wreck measures L. 44m x B. 16.5m x H. 1.5m. It lies in approximately 10–12m of water. The stern is either missing off the vessel or buried in,n.a.,n.a.,,n.a.,n.a.,n.a.,10447.2815427,National Monuments Service (Ireland),"Boland 2003, 16-19; Brady 2008, 491.",n.a.,n.a.,POINT (52.7901800000001 -5.95136999999994)
heritageshipwrecks.5187,W02776,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Possible wreck discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Side scan sonar images interpreted as a mound 2 m in height, which may be a shipwreck. It lies in approximately 18m of water. Debris a",n.a.,n.a.,,n.a.,n.a.,n.a.,10309.5502725,National Monuments Service (Ireland),"Boland 2003, 20-21; Brady 2008, 491.",n.a.,n.a.,POINT (52.78997 -5.95463999999993)
heritageshipwrecks.5188,W02777,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Possible wreck discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Side-scan sonar images interpreted as a mound 0.5m in height, which may be a shipwreck. Debris appears to be spread over an area of L",n.a.,n.a.,,n.a.,n.a.,n.a.,10566.5362258,National Monuments Service (Ireland),"Boland 2003, 22-23; Brady 2008, 491.",n.a.,n.a.,POINT (52.78896 -5.95090999999996)
heritageshipwrecks.5189,W02778,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Possible wreck discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Four mounds spread over an area of 20.7m x 4.6m may represent a wreck. They vary in height from to 0.18m to 2m in height. The mounds l,n.a.,n.a.,,n.a.,n.a.,n.a.,11330.828314,National Monuments Service (Ireland),"Boland 2003, 24-26; Brady 2008 491.",n.a.,n.a.,POINT (52.77757 -5.95515999999998)
heritageshipwrecks.200,FR 0000000065 00001,France,n.a.,,,n.a.,Least depth known,,11,,n.a.,,n.a.,n.a.,n.a.,1982: Barge still discovering,Barge,Barge,,n.a.,n.a.,n.a.,43.12620466,SHOM,n.a.,n.a.,n.a.,POINT (14.594617973 -61.018100091)
heritageshipwrecks.5193,W02782,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Possible metal wreck discovered while laying a power cable for the Arklow Bank Wind Farm. Lies in approximately 32m of water,n.a.,n.a.,,n.a.,n.a.,n.a.,8372.4642754,National Monuments Service (Ireland),"Brady 2008, 493; Donal Boland (pers. Comm.).",n.a.,n.a.,POINT (52.8111900000001 -5.96127999999993)
heritageshipwrecks.5194,W02783,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,Wreck discovered during a geophysical survey of the Arklow Bank and Arklow Bay in advance of the construction of a wind farm. Wreck measures L. 19.5m x B. 6m. It is orientated NW–SE and lies in approximately 15m of water,n.a.,n.a.,,n.a.,n.a.,n.a.,9197.28238227,National Monuments Service (Ireland),"Boland 2004, 17; Brady 2008, 493.",n.a.,n.a.,POINT (52.8058600000001 -5.95274999999998)
heritageshipwrecks.5195,W02784,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 7.7m x 7.5m",n.a.,n.a.,,n.a.,n.a.,n.a.,8654.8820665,National Monuments Service (Ireland),"Boland 2001, 38-40, 47; Brady 2008, 493.",n.a.,n.a.,POINT (52.8574 -5.92939999999993)
heritageshipwrecks.5196,W02785,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Three side-scan sonar anomalies discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 21m x 12m",n.a.,n.a.,,n.a.,n.a.,n.a.,8122.94186179,National Monuments Service (Ireland),"Boland 2001, 38-40, 47; Brady 2008, 493.",n.a.,n.a.,POINT (52.8902000000001 -5.91639999999995)
heritageshipwrecks.5591,W07713,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,n.a.,n.a.,n.a.,,n.a.,n.a.,n.a.,8626.23558697,National Monuments Service (Ireland),UKHO Wreck Data 1996.,n.a.,n.a.,POINT (55.51 -7.15666999999996)
heritageshipwrecks.5197,W02786,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomalies discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, described as ‘four regularly spaced high backscatter anomalies’ and ‘probably a man made object’. M",n.a.,n.a.,,n.a.,n.a.,n.a.,7906.05605992,National Monuments Service (Ireland),"Boland 2001, 38-40, 47; Brady 2008, 493.",n.a.,n.a.,POINT (52.895 -5.91589999999997)
heritageshipwrecks.5198,W02787,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Described as a ‘linear anomaly amongst sand ripples’, measures 20.7m x 0.5m",n.a.,n.a.,,n.a.,n.a.,n.a.,8349.7064631,National Monuments Service (Ireland),"Boland 2001, 38-9, 41, 47; Brady 2008, 493-4.",n.a.,n.a.,POINT (52.8548000000001 -5.93409999999994)
heritageshipwrecks.5199,W02788,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Anomaly consisted of high backscatter linears, an associated acoustic shadow, a scour mark and a magnetic signature. Possible",n.a.,n.a.,,n.a.,n.a.,n.a.,8200.8402223,National Monuments Service (Ireland),"Boland 2001, 38-39, 41, 47; Brady 2008, 494.",n.a.,n.a.,POINT (52.8494000000001 -5.93719999999996)
heritageshipwrecks.539,FR 0000001736 00001,France,n.a.,39,,n.a.,Least depth known,54,0.9,,n.a.,,n.a.,n.a.,n.a.,n.a.,3rd det: extension of the surface coverage during survey S201902200 to cover three times the uncertainty radius of the wreckage of doubtful position. 2nd det: 11/10/2012: The research carried out around the theoretical position could not,n.a.,,n.a.,n.a.,n.a.,19545.3065965,SHOM,n.a.,n.a.,n.a.,POINT (48.885794429 -2.40199700999995)
heritageshipwrecks.236,FR 0000332869 00003,France,n.a.,,,n.a.,Unknown depth,,600,,n.a.,,n.a.,n.a.,n.a.,"The wreck would be placed 4 meters deep, its length estimated between 7 and 8 meters",Yole,n.a.,,n.a.,n.a.,n.a.,71.20163451,SHOM,n.a.,n.a.,n.a.,POINT (14.8462492310001 -61.219186096)
heritageshipwrecks.5200,W02789,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomalies discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Described as a ‘high backscatter anomaly amongst ripples’, measures 11.7m x 4.6m",n.a.,n.a.,,n.a.,n.a.,n.a.,8065.06364008,National Monuments Service (Ireland),"Boland 2001, 38-40, 47; Brady 2008, 494.",n.a.,n.a.,POINT (52.8841 -5.92249999999996)
heritageshipwrecks.5201,W02790,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Possible wreck, measures 8m x 5.8m",n.a.,n.a.,,n.a.,n.a.,n.a.,8285.24803675,National Monuments Service (Ireland),"Boland 2001, 38-39, 43, 47; Brady 2008, 494.",n.a.,n.a.,POINT (52.8603000000001 -5.93459999999993)
heritageshipwrecks.5202,W02791,Ireland,n.a.,,,n.a.,Unknown depth,,,,n.a.,,n.a.,n.a.,n.a.,"Side-scan sonar anomaly discovered during a geophysical survey of the Arklow Bank in advance of the construction of a wind farm. Anomaly consisted of 'acoustic shadows and seafloor scouring'. Possible wreck, measures 23m x 10m",n.a.,n.a.,,n.a.,n.a.,n.a.,8211.84235744,National Monuments Service (Ireland),"Boland 2001, 38-39, 43, 47; Brady 2008, 494.",n.a.,n.a.,POINT (52.8599 -5.93589999999995)
